raw_shapelet_num,pruned_shapelet_num,time,accuracy
50,1,0.52,0.64222
100,1,0.723333333333,0.704443333333
150,1,0.953333333333,0.724446666667
200,1,1.10666666667,0.582223333333
250,1,1.29,0.559996666667
300,1,1.41666666667,0.606666666667
50,6,1.32333333333,0.85778
100,6,1.56666666667,0.82889
150,6,1.68,0.746666666667
200,6,1.88,0.826666666667
250,6,1.96,0.8
300,6,2.03333333333,0.813333333333
50,11,2.01333333333,0.92222
100,11,2.31,0.928886666667
150,11,2.54333333333,0.93111
200,11,2.61666666667,0.895556666667
250,11,2.76,0.917776666667
300,11,2.97,0.873333333333
50,16,2.99,0.911113333333
100,16,3.06,0.946666666667
150,16,3.27333333333,0.94667
200,16,3.52666666667,0.964443333333
250,16,3.36,0.957776666667
300,16,3.66,0.937776666667
50,21,3.76,0.94
100,21,3.93666666667,0.937776666667
150,21,4.12666666667,0.964443333333
200,21,4.22333333333,0.93778
250,21,4.28666666667,0.937776666667
300,21,4.46,0.946666666667
50,26,4.59,0.96889
100,26,4.70333333333,0.95111
150,26,5.05666666667,0.96889
200,26,5.05333333333,0.953333333333
250,26,5.26333333333,0.964446666667
300,26,5.22666666667,0.973333333333
50,31,4.55666666667,0.97333
100,31,5.62333333333,0.975556666667
150,31,5.62333333333,0.97111
200,31,5.87,0.964446666667
250,31,5.67333333333,0.973333333333
300,31,5.91,0.977776666667
50,36,4.08666666667,0.96667
100,36,6.39333333333,0.97111
150,36,6.64333333333,0.966666666667
200,36,6.78,0.968886666667
250,36,6.54,0.966666666667
300,36,6.7,0.984446666667
50,41,4.33333333333,0.94667
100,41,7.24,0.962223333333
150,41,7.35333333333,0.975556666667
200,41,7.43,0.97333
250,41,7.50333333333,0.96889
300,41,7.69,0.98
50,46,4.5,0.955556666667
100,46,8.22333333333,0.971113333333
150,46,8.3,0.97778
200,46,8.19666666667,0.982223333333
250,46,8.44666666667,0.964446666667
300,46,8.43333333333,0.982223333333
50,51,4.17666666667,0.966666666667
100,51,8.42666666667,0.96889
150,51,9.17,0.977776666667
200,51,9.36,0.98
250,51,9.17,0.966666666667
300,51,9.74333333333,0.98
