0,-0.444,0.115,0.821
0.009,-0.519,-0.077,0.786
0.017,-0.519,-0.077,0.857
0.026,-0.556,-0.077,0.857
0.034,-0.556,0,0.786
0.043,-0.556,0.192,0.714
0.051,-0.556,0.192,0.714
0.06,-0.63,0.231,0.714
0.068,-0.704,0.077,0.75
0.077,-0.704,0.077,0.857
0.085,-0.63,0.115,0.893
0.094,-0.741,0.077,0.929
0.102,-0.963,0.077,1.036
0.111,-0.963,0.077,1.036
0.119,-0.926,0.077,0.964
0.128,-0.778,0.154,0.929
0.136,-0.778,0.115,1.036
0.145,-0.963,0.077,1.179
0.153,-1,0,1.179
0.162,-1,0,1.179
0.17,-0.926,0.115,1.107
0.179,-0.852,0.154,1
0.187,-0.667,0.192,0.929
0.196,-0.63,0.192,0.964
0.204,-0.593,0.154,1.036
0.213,-0.593,0.154,1.036
0.221,-0.63,0.231,1.036
0.23,-0.667,0.192,1.107
0.238,-0.593,0.077,1.25
0.247,-0.519,-0.038,1.429
0.255,-0.519,-0.038,1.429
0.264,-0.444,-0.115,1.464
0.272,-0.407,-0.077,1.071
0.281,-0.519,0.038,0.607
0.289,-0.222,0,0.607
0.298,0,-0.038,0.714
0.306,0,-0.115,0.714
0.315,-0.074,-0.192,0.643
0.323,-0.074,-0.192,0.643
0.332,-0.148,-0.269,0.714
0.34,-0.148,-0.385,0.786
0.349,-0.185,-0.462,0.679
0.357,-0.37,-0.346,0.321
0.366,-0.37,-0.346,0.214
0.374,-0.37,-0.346,0.214
0.383,-0.185,-0.462,0.464
0.391,-0.074,-0.538,0.536
0.4,-0.111,-0.577,0.464
0.408,-0.037,-0.615,0.321
0.417,0.074,-0.654,0.321
0.425,0.074,-0.654,0.321
0.434,0.111,-0.692,0.357
0.443,0.111,-0.692,0.393
0.451,0,-0.692,0.214
0.46,-0.111,-0.654,0.071
0.468,-0.111,-0.692,0.143
0.477,-0.111,-0.692,0.143
0.485,-0.111,-0.808,0.286
0.494,-0.111,-0.885,0.286
0.502,-0.074,-0.885,0.286
0.511,-0.074,-0.923,0.321
0.519,-0.074,-0.923,0.321
0.528,-0.074,-0.923,0.321
0.536,-0.111,-0.923,0.321
0.545,-0.111,-0.923,0.393
0.553,-0.111,-0.923,0.429
0.562,-0.111,-0.885,0.357
0.57,-0.148,-0.923,0.25
0.579,-0.259,-0.885,0.214
0.587,-0.259,-0.885,0.214
0.596,-0.259,-0.962,0.286
0.604,-0.259,-1,0.429
0.613,-0.222,-1,0.5
0.621,-0.148,-0.962,0.5
0.63,-0.037,-0.923,0.464
0.638,-0.037,-0.923,0.464
0.647,0,-0.885,0.464
0.655,0.074,-0.885,0.5
0.664,0.111,-0.885,0.464
0.672,0.148,-0.923,0.5
0.681,0.185,-0.923,0.464
0.689,0.148,-0.846,0.321
0.698,0.148,-0.846,0.321
0.706,0.222,-0.808,0.321
0.715,0.259,-0.846,0.464
0.723,0.222,-0.885,0.607
0.732,0.185,-0.962,0.714
0.74,0.222,-0.962,0.679
0.749,0.222,-0.962,0.679
0.757,0.222,-0.962,0.679
0.766,0.222,-0.962,0.643
0.774,0.185,-0.962,0.607
0.783,0.148,-0.962,0.571
0.791,0.185,-0.923,0.536
0.8,0.111,-0.885,0.536
0.808,0.111,-0.885,0.536
0.817,0.037,-0.962,0.714
0.825,0.037,-1,0.821
0.834,0.111,-0.962,0.75
0.842,0.222,-0.885,0.607
0.851,0.222,-0.885,0.607
0.859,0.333,-0.846,0.571
0.868,0.37,-0.846,0.607
0.876,0.37,-0.846,0.607
0.885,0.296,-0.846,0.607
0.894,0.296,-0.846,0.643
0.902,0.296,-0.846,0.643
0.911,0.259,-0.885,0.714
0.919,0.222,-0.885,0.75
0.928,0.185,-0.885,0.714
0.936,0.185,-0.846,0.714
0.945,0.222,-0.846,0.679
0.953,0.222,-0.846,0.679
0.962,0.259,-0.846,0.679
0.97,0.296,-0.808,0.643
0.979,0.259,-0.808,0.643
0.987,0.259,-0.808,0.679
0.996,0.259,-0.808,0.679
1.004,0.259,-0.808,0.679
1.013,0.296,-0.769,0.643
1.021,0.296,-0.769,0.643
1.03,0.333,-0.769,0.643
1.038,0.37,-0.769,0.643
1.047,0.37,-0.769,0.643
1.055,0.37,-0.769,0.607
1.064,0.37,-0.731,0.571
1.072,0.333,-0.769,0.607
1.081,0.259,-0.769,0.643
1.089,0.296,-0.769,0.607
1.098,0.296,-0.769,0.607
1.106,0.259,-0.769,0.571
1.115,0.259,-0.769,0.571
1.123,0.222,-0.769,0.571
1.132,0.222,-0.769,0.571
1.14,0.222,-0.769,0.571
1.149,0.222,-0.769,0.571
1.157,0.222,-0.769,0.536
1.166,0.222,-0.769,0.536
1.174,0.185,-0.769,0.536
1.183,0.185,-0.769,0.571
1.191,0.185,-0.769,0.571
1.2,0.185,-0.808,0.571
1.208,0.148,-0.808,0.536
1.217,0.148,-0.808,0.536
1.225,0.185,-0.846,0.536
1.234,0.222,-0.846,0.536
1.242,0.259,-0.808,0.464
1.251,0.259,-0.808,0.464
1.259,0.296,-0.808,0.429
1.268,0.259,-0.808,0.536
1.276,0.222,-0.846,0.643
1.285,0.185,-0.885,0.679
1.294,0.185,-0.885,0.679
1.302,0.111,-0.885,0.679
1.311,0.111,-0.885,0.679
1.319,0.074,-0.885,0.643
