TimeSeriesLength,AccuracyX,AccuracyY,AccuracyZ
10,0.49819612987864875,0.47818957035093473,0.43555264020990486
10,0.4922925549360446,0.47818957035093473,0.45621515250901934
10,0.47654968842243356,0.4817973105936373,0.445719908166612
10,0.4745818301082322,0.5021318465070514,0.4270252541816989
10,0.4817973105936373,0.49196457855034437,0.44276812069530996
10,0.49032469662184325,0.48409314529353886,0.44965562479501475
10,0.489996720236143,0.49360446047884554,0.45424729419481796
10,0.48573302722204004,0.5054116103640538,0.429977041653001
20,0.5992128566743194,0.6038045260741227,0.5201705477205641
20,0.5962610692030174,0.602820596917022,0.5447687766480813
20,0.5988848802886192,0.5988848802886192,0.5441128238766809
30,0.6211872745162348,0.6392259757297475,0.5736306985897015
30,0.6247950147589374,0.6359462118727451,0.5703509347326993
30,0.6300426369301411,0.6320104952443424,0.5906854706461134
30,0.6146277468022302,0.6218432272876353,0.570022958346999
30,0.6195473925877337,0.6375860938012463,0.5837979665464087
30,0.6339783535585438,0.6418497868153493,0.5808461790751066
30,0.6208592981305346,0.6264348966874385,0.5696949819612988
30,0.6175795342735323,0.6366021646441457,0.5752705805182027
40,0.6411938340439488,0.6503771728435552,0.578550344375205
40,0.6411938340439488,0.6575926533289603,0.5828140373893079
40,0.6507051492292555,0.6559527714004592,0.5910134470318137
40,0.6326664480157429,0.637258117415546,0.58576582486061
40,0.6366021646441457,0.634306329944244,0.5946211872745162
40,0.6388979993440472,0.6490652673007543,0.605772384388324
40,0.6549688422433585,0.6520170547720564,0.5883896359462119
40,0.618563463430633,0.6615283699573631,0.5775664152181043
50,0.6464414562151525,0.6500491964578551,0.581502131846507
50,0.6516890783863561,0.6523450311577567,0.5979009511315185
50,0.6530009839291571,0.662840275500164,0.605772384388324
50,0.6264348966874385,0.6316825188586421,0.5975729747458183
50,0.6503771728435552,0.6454575270580518,0.5965890455887176
50,0.658576582486061,0.6520170547720564,0.6061003607740243
50,0.6533289603148573,0.6418497868153493,0.6008527386028206
50,0.6277468022302394,0.662840275500164,0.5933092817317153
60,0.6451295506723516,0.6477533617579534,0.5910134470318137
60,0.6530009839291571,0.6448015742866514,0.5936372581174155
60,0.6579206297146606,0.6618563463430633,0.6011807149885209
60,0.6303706133158412,0.6280747786159396,0.5962610692030174
60,0.6457855034437521,0.6408658576582487,0.5985569039029189
60,0.6579206297146606,0.6444735979009512,0.6005247622171204
60,0.6589045588717612,0.6320104952443424,0.6083961954739259
60,0.6179075106592326,0.6523450311577567,0.5870777304034109
70,0.638570022958347,0.6418497868153493,0.5775664152181043
70,0.6464414562151525,0.638570022958347,0.5877336831748114
70,0.6507051492292555,0.6641521810429649,0.6077402427025255
70,0.6293866841587406,0.6280747786159396,0.6001967858314201
70,0.6523450311577567,0.6339783535585438,0.6087241718596261
70,0.6503771728435552,0.6418497868153493,0.602820596917022
70,0.6579206297146606,0.6284027550016399,0.6041325024598229
70,0.618563463430633,0.6569367005575598,0.5867497540177107
80,0.6280747786159396,0.6431616923581502,0.5733027222040014
80,0.6454575270580518,0.6300426369301411,0.5877336831748114
80,0.6448015742866514,0.6579206297146606,0.5969170219744179
80,0.6208592981305346,0.6264348966874385,0.5877336831748114
80,0.6530009839291571,0.6224991800590357,0.6041325024598229
80,0.6503771728435552,0.631354542472942,0.602820596917022
80,0.6497212200721548,0.6208592981305346,0.5880616595605116
80,0.6247950147589374,0.6448015742866514,0.5723187930469006
90,0.621515250901935,0.6366021646441457,0.5647753361757953
90,0.6316825188586421,0.6208592981305346,0.5778943916038045
90,0.631354542472942,0.6497212200721548,0.5887176123319121
90,0.6221712036733356,0.6179075106592326,0.590029517874713
90,0.6339783535585438,0.6202033453591341,0.5975729747458183
90,0.6408658576582487,0.6238110856018366,0.5916693998032142
90,0.6382420465726467,0.6202033453591341,0.5821580846179075
90,0.6261069203017383,0.6366021646441457,0.5559199737618892
100,0.6159396523450311,0.6352902591013447,0.5598556903902919
100,0.6198753689734339,0.6195473925877337,0.5752705805182027
100,0.6277468022302394,0.6411938340439488,0.5828140373893079
100,0.6202033453591341,0.6116759593309282,0.5821580846179075
100,0.631354542472942,0.6093801246310265,0.5949491636602164
100,0.6303706133158412,0.617251557887832,0.5923253525746146
100,0.6356182354870449,0.6120039357166284,0.5821580846179075
100,0.6293866841587406,0.6287307313873401,0.5562479501475893
110,0.6051164316169236,0.6179075106592326,0.5493604460478846
110,0.618563463430633,0.6087241718596261,0.5749426041325024
110,0.6238110856018366,0.6310265660872417,0.5739586749754018
110,0.6116759593309282,0.5998688094457199,0.5733027222040014
110,0.6198753689734339,0.6034765496884225,0.5949491636602164
110,0.6280747786159396,0.6106920301738274,0.581502131846507
110,0.6297146605444408,0.6054444080026238,0.5664152181042965
110,0.6238110856018366,0.6179075106592326,0.5529681862905871
120,0.6034765496884225,0.6110200065595277,0.5421449655624795
120,0.6159396523450311,0.5959330928173171,0.5723187930469006
120,0.6267628730731387,0.6297146605444408,0.5729747458183011
120,0.6005247622171204,0.5988848802886192,0.5680551000327977
120,0.6159396523450311,0.5870777304034109,0.579862249918006
120,0.6146277468022302,0.6044604788455231,0.5795342735323057
120,0.6326664480157429,0.5962610692030174,0.5578878320760905
120,0.618563463430633,0.6083961954739259,0.5424729419481797
130,0.6001967858314201,0.6041325024598229,0.534273532305674
130,0.6018366677599213,0.5893735651033125,0.565759265332896
130,0.611347982945228,0.6202033453591341,0.5660872417185963
130,0.5982289275172188,0.5870777304034109,0.5687110528041981
130,0.6067563135454247,0.5765824860610036,0.5778943916038045
130,0.6149557231879305,0.6001967858314201,0.5739586749754018
130,0.6267628730731387,0.5880616595605116,0.5470646113479829
130,0.6126598884880289,0.6083961954739259,0.5362413906198754
140,0.5952771400459167,0.6021646441456215,0.5319776976057724
140,0.6001967858314201,0.5860938012463103,0.5618235487044932
140,0.6034765496884225,0.6106920301738274,0.5591997376188914
140,0.5916693998032142,0.5867497540177107,0.5532961626762873
140,0.595605116431617,0.5759265332896032,0.5733027222040014
140,0.61429977041653,0.5903574942604133,0.5680551000327977
140,0.6159396523450311,0.5801902263037061,0.5411610364053788
140,0.6110200065595277,0.5975729747458183,0.5257461462774681
150,0.5854378484749098,0.594293210888816,0.5204985241062644
150,0.5837979665464087,0.5811741554608069,0.5513283043620859
150,0.595605116431617,0.6041325024598229,0.5529681862905871
150,0.5801902263037061,0.5818301082322073,0.5549360446047884
150,0.5841259429321088,0.5651033125614956,0.5631354542472942
150,0.5995408330600197,0.5854378484749098,0.5601836667759922
150,0.607084289931125,0.574286651361102,0.5313217448343719
150,0.6090521482453264,0.591341423417514,0.5234503115775664
175,0.5788783207609052,0.579862249918006,0.5168907838635618
175,0.5644473597900951,0.5546080682190883,0.5480485405050837
175,0.5834699901607084,0.5860938012463103,0.534273532305674
175,0.5687110528041981,0.5710068875040997,0.5411610364053788
175,0.5739586749754018,0.5477205641193834,0.5490324696621843
175,0.595605116431617,0.5670711708756969,0.5470646113479829
175,0.5897015414890128,0.5608396195473926,0.5198425713348639
175,0.5985569039029189,0.5792062971466054,0.5126270908494588
200,0.5670711708756969,0.5664152181042965,0.5067235159068547
