0,0.462,0,0.192
0.009,0.808,0.185,0.462
0.017,1.077,0.444,0.769
0.026,1.077,0.444,0.769
0.034,1.346,0.519,0.923
0.043,1.192,0.444,0.808
0.051,0.731,0.259,0.615
0.06,0.115,0.074,0.462
0.068,-0.462,-0.111,0.308
0.077,-0.808,-0.148,0.154
0.085,-1.038,-0.037,0
0.094,-1.038,-0.037,0
0.102,-1.231,0.111,-0.231
0.111,-1.346,0.333,-0.462
0.119,-1.5,0.407,-0.577
0.128,-1.731,0.333,-0.577
0.136,-2,0.111,-0.462
0.145,-2,0.111,-0.462
0.153,-2.192,-0.074,-0.308
0.162,-2.192,-0.185,-0.154
0.17,-2,-0.185,-0.077
0.179,-1.769,-0.111,-0.115
0.187,-1.615,-0.037,-0.192
0.196,-1.615,-0.037,-0.192
0.204,-1.577,-0.074,-0.231
0.213,-1.615,-0.111,-0.269
0.221,-1.615,-0.148,-0.269
0.23,-1.538,-0.111,-0.231
0.238,-1.423,0,-0.231
0.247,-1.269,0.111,-0.154
0.256,-1.269,0.111,-0.154
0.264,-1.192,0.148,-0.115
0.273,-1.231,0.111,-0.115
0.281,-1.308,0.074,-0.154
0.29,-1.346,0.037,-0.192
0.298,-1.308,0.037,-0.231
0.307,-1.308,0.037,-0.231
0.315,-1.231,0.074,-0.308
0.324,-1.154,0.148,-0.308
0.334,-1.154,0.148,-0.231
0.343,-1.154,0.148,-0.154
0.351,-1.231,0.074,-0.077
0.36,-1.231,0.074,-0.077
0.369,-1.231,0.074,-0.077
0.377,-1.231,0.037,-0.115
0.386,-1.231,0.037,-0.154
0.394,-1.154,0.074,-0.154
0.403,-1.077,0.111,-0.154
0.411,-1,0.185,-0.115
0.42,-1,0.185,-0.115
0.428,-0.962,0.185,-0.077
0.437,-0.962,0.185,-0.077
0.445,-0.962,0.148,-0.038
0.454,-0.923,0.148,-0.038
0.462,-0.923,0.148,-0.077
0.471,-0.962,0.148,-0.077
0.479,-0.962,0.148,-0.077
0.488,-0.962,0.185,-0.115
0.497,-1,0.185,-0.154
0.505,-1.038,0.185,-0.154
0.514,-1.038,0.185,-0.192
0.522,-1.077,0.222,-0.231
0.531,-1.077,0.222,-0.231
0.539,-1.077,0.296,-0.231
0.548,-1.077,0.333,-0.231
