0,0.538,0.667,0.846
0.009,0.808,0.778,0.731
0.017,0.808,0.778,0.731
0.026,1.077,0.889,0.769
0.034,1.269,1.111,0.885
0.043,1.423,1.296,1
0.051,1.654,1.481,1.077
0.06,1.923,1.556,1.115
0.068,1.923,1.556,1.115
0.077,1.962,1.407,1.115
0.085,1.846,1.444,0.885
0.094,1.5,1.704,0.615
0.102,0.808,2,0.538
0.111,0.077,2.407,0.692
0.119,0.077,2.407,0.692
0.128,-0.423,2.815,0.808
0.136,-1.077,3.037,0.923
0.145,-1.923,2.926,1
0.153,-2.923,2.148,1.154
0.162,-3.5,1.074,1.269
0.17,-3.346,0.037,1.269
0.179,-2.846,-0.519,1.115
0.187,-2.846,-0.519,1.115
0.196,-2.346,-0.593,0.846
0.204,-1.846,-0.519,0.615
0.213,-1.423,-0.407,0.538
0.221,-1,-0.259,0.615
0.23,-0.731,-0.037,0.808
0.238,-0.731,-0.037,0.808
0.247,-0.538,0.185,0.962
0.255,-0.423,0.37,1.077
0.264,-0.423,0.407,1.115
0.272,-0.5,0.407,1.115
0.281,-0.654,0.333,1.115
0.289,-0.654,0.333,1.115
0.298,-0.846,0.148,1.154
0.307,-0.962,0,1.077
0.315,-1.038,-0.148,0.962
0.324,-1.038,-0.222,0.923
0.332,-0.962,-0.222,0.923
0.341,-0.962,-0.222,0.923
0.349,-0.846,-0.222,0.962
0.358,-0.731,-0.148,1
0.366,-0.577,-0.111,1.038
0.375,-0.462,-0.111,1.077
0.383,-0.423,-0.037,1.115
0.392,-0.385,0,1.154
0.4,-0.385,0,1.154
0.409,-0.346,0.037,1.154
0.417,-0.308,0.074,1.115
