0,0.115,-0.037,0.962
0.009,0.192,-0.111,0.923
0.017,0.192,-0.037,0.962
0.026,0.192,-0.037,0.962
0.034,0.192,-0.037,0.962
0.043,0.192,-0.037,1
0.051,0.154,-0.037,1
0.06,0.154,-0.037,1
0.068,0.154,-0.037,1.038
0.077,0.154,-0.037,1.038
0.085,0.154,-0.074,1
0.094,0.192,-0.037,0.962
0.102,0.192,-0.037,1
0.111,0.192,-0.037,0.962
0.119,0.192,-0.037,1
0.128,0.154,-0.037,1.038
0.136,0.154,-0.037,1.038
0.145,0.154,-0.074,0.962
0.153,0.154,-0.074,0.962
0.162,0.115,-0.074,0.962
0.17,0.115,-0.074,0.962
0.179,0.115,-0.074,0.962
0.187,0.115,-0.074,0.962
0.196,0.154,-0.074,0.962
0.204,0.192,-0.074,0.962
0.213,0.154,-0.074,0.962
0.221,0.154,-0.074,0.962
0.23,0.154,-0.074,0.962
0.239,0.154,-0.074,0.962
0.247,0.115,-0.074,1
0.256,0.115,-0.074,1
0.264,0.154,-0.074,1
0.273,0.154,-0.074,1
0.281,0.192,-0.074,0.962
0.29,0.192,-0.074,0.962
0.298,0.192,-0.074,0.962
0.307,0.192,-0.074,0.962
0.315,0.192,-0.074,0.962
0.324,0.192,-0.074,0.962
0.332,0.154,-0.074,0.962
0.341,0.154,-0.074,0.962
0.349,0.154,-0.074,0.962
0.358,0.192,-0.074,1
0.366,0.192,-0.074,1
0.375,0.192,-0.074,1
0.383,0.192,-0.074,1
0.392,0.192,-0.074,0.962
0.4,0.192,-0.074,0.962
0.409,0.192,-0.074,0.962
0.417,0.154,-0.074,0.962
0.426,0.192,-0.074,0.962
0.434,0.192,-0.074,0.962
0.443,0.192,-0.074,0.962
0.451,0.192,-0.074,0.962
0.46,0.192,-0.074,0.962
0.469,0.192,-0.074,0.962
0.477,0.192,-0.074,0.962
0.486,0.192,-0.074,0.962
0.494,0.192,-0.074,0.962
0.503,0.192,-0.074,0.962
0.511,0.192,-0.074,0.962
0.52,0.192,-0.111,0.962
0.528,0.192,-0.111,0.962
0.537,0.192,-0.111,0.962
0.545,0.231,-0.111,0.962
0.554,0.231,-0.111,0.962
0.562,0.231,-0.148,0.962
0.571,0.231,-0.148,0.962
0.579,0.231,-0.148,0.962
0.588,0.231,-0.148,0.962
0.596,0.269,-0.148,0.962
0.605,0.269,-0.148,0.962
0.613,0.269,-0.111,1
0.622,0.308,-0.074,1
0.63,0.308,-0.074,1
0.639,0.346,-0.037,1.038
0.647,0.385,-0.037,1.038
0.656,0.462,0,1.038
0.664,0.538,0.074,1
0.673,0.692,0.185,1.038
0.682,0.692,0.185,1.038
0.69,0.885,0.37,1.115
0.699,1.269,0.593,1.269
0.707,1.692,0.889,1.385
0.716,1.923,1.185,1.423
0.724,1.923,1.37,1.231
0.733,1.692,1.556,0.962
0.741,1.692,1.556,0.962
0.75,1.269,1.667,0.769
0.758,0.692,1.667,0.692
0.767,0.115,1.667,0.731
0.775,-0.346,1.556,0.846
0.784,-0.846,1.222,1.192
0.792,-0.846,1.222,1.192
0.801,-1.615,0.37,1.577
0.809,-2.192,-0.407,1.577
0.818,-2.577,-0.815,1
0.827,-2.654,-0.926,0.423
0.835,-2.346,-0.778,0.269
0.844,-1.885,-0.519,0.5
0.852,-1.885,-0.519,0.5
0.861,-1.385,-0.259,0.808
0.869,-0.923,0.037,0.923
0.878,-0.615,0.259,0.923
0.886,-0.385,0.296,0.846
0.895,-0.385,0.296,0.846
0.903,-0.308,0.259,0.846
0.912,-0.269,0.185,0.846
0.92,-0.308,0.074,0.846
0.929,-0.346,0,0.846
0.938,-0.385,-0.074,0.885
0.946,-0.385,-0.111,0.923
0.955,-0.385,-0.111,0.923
0.963,-0.385,-0.148,0.923
0.972,-0.346,-0.111,0.923
0.98,-0.231,-0.037,0.962
0.989,-0.077,0,1
0.997,0,0,1
1.006,0,0,1
1.014,0,0,1
1.023,0,-0.074,1
1.031,0,-0.074,1
1.04,-0.077,-0.185,1
1.048,-0.038,-0.148,0.962
1.057,0,-0.148,0.962
1.065,0,-0.148,0.962
1.074,0,-0.111,0.923
1.083,0.038,-0.111,0.962
1.091,0.038,-0.111,0.962
1.1,0.077,-0.111,0.962
1.108,0.077,-0.111,0.962
1.117,0.077,-0.111,0.962
1.125,0.077,-0.111,0.962
1.134,0.038,-0.148,0.962
1.143,0.038,-0.185,0.962
1.151,0,-0.185,0.962
1.16,0,-0.185,0.962
1.168,0,-0.185,0.962
1.177,0,-0.185,0.962
1.185,0,-0.185,0.962
1.194,0.038,-0.148,0.962
1.202,0.077,-0.148,0.962
1.211,0.077,-0.111,0.962
1.219,0.077,-0.148,0.962
1.228,0.077,-0.148,0.962
1.236,0.115,-0.148,0.962
1.245,0.115,-0.148,0.962
1.253,0.077,-0.148,0.962
1.262,0.077,-0.148,0.962
1.271,0.077,-0.148,0.923
1.279,0.077,-0.148,0.923
1.288,0.077,-0.148,0.923
1.296,0.077,-0.148,0.923
1.305,0.115,-0.148,0.962
1.313,0.115,-0.111,0.962
1.322,0.154,-0.111,0.962
1.33,0.154,-0.111,0.962
1.339,0.154,-0.148,0.962
1.347,0.154,-0.148,0.962
1.356,0.154,-0.148,0.962
1.364,0.115,-0.148,0.962
1.373,0.115,-0.148,0.962
1.381,0.154,-0.148,0.962
1.39,0.154,-0.148,0.962
1.398,0.154,-0.111,0.962
1.407,0.154,-0.111,0.962
1.415,0.192,-0.111,0.962
1.424,0.192,-0.111,0.962
1.432,0.192,-0.111,0.962
1.441,0.192,-0.111,0.962
1.449,0.192,-0.148,0.962
1.458,0.192,-0.148,0.962
1.466,0.154,-0.111,0.962
1.475,0.154,-0.111,0.962
1.484,0.192,-0.111,0.962
1.492,0.192,-0.111,0.962
1.501,0.231,-0.074,0.923
1.509,0.231,-0.074,0.923
1.518,0.231,-0.074,0.923
1.526,0.231,-0.074,0.923
1.535,0.269,-0.074,0.962
1.543,0.231,-0.074,1
1.552,0.231,-0.111,1
1.56,0.231,-0.111,1
1.569,0.231,-0.111,1
1.577,0.192,-0.111,0.962
1.586,0.192,-0.111,0.962
1.594,0.192,-0.111,0.962
1.603,0.192,-0.111,0.962
1.611,0.192,-0.074,1
1.62,0.192,-0.074,1
1.629,0.192,-0.074,1
1.637,0.192,-0.074,1
1.646,0.192,-0.037,1.038
1.654,0.192,-0.037,1.038
1.663,0.192,-0.037,1.038
1.671,0.192,-0.037,1.038
1.68,0.192,-0.074,1
1.688,0.192,-0.074,1
1.697,0.192,-0.037,1
1.705,0.192,-0.074,1
1.714,0.192,-0.037,1
1.722,0.192,-0.074,1
1.731,0.192,-0.074,1
1.739,0.154,-0.074,1
1.748,0.154,-0.074,1
1.756,0.192,-0.037,1
1.765,0.192,-0.037,1
1.773,0.192,-0.037,1
1.782,0.192,-0.037,1
1.79,0.192,-0.037,1
1.799,0.192,-0.037,1
1.807,0.192,-0.037,1
1.816,0.192,-0.037,1
1.824,0.192,-0.037,1
1.833,0.192,-0.037,1
1.841,0.192,-0.037,1
1.85,0.192,-0.037,1
1.859,0.154,-0.037,1
1.867,0.154,-0.074,1
1.876,0.154,-0.074,1
1.884,0.192,-0.037,1
1.893,0.192,-0.037,1
1.901,0.192,-0.037,0.962
1.91,0.231,-0.037,0.962
1.918,0.269,0,0.962
1.927,0.269,0,0.962
1.935,0.231,-0.037,0.962
1.944,0.192,-0.037,0.962
1.952,0.192,-0.037,0.962
1.961,0.192,-0.037,1
1.97,0.192,-0.037,1
1.979,0.192,-0.037,1
1.987,0.192,-0.037,0.962
1.996,0.231,-0.037,0.962
2.004,0.231,-0.037,0.962
2.013,0.231,-0.037,0.962
2.021,0.231,0,0.962
2.03,0.231,0,0.962
2.038,0.231,0,0.962
2.047,0.231,0,0.962
2.056,0.231,-0.037,0.962
2.064,0.231,-0.037,0.962
2.073,0.231,-0.037,0.962
2.081,0.192,-0.037,0.962
2.09,0.192,-0.037,0.962
2.098,0.192,-0.037,1
2.107,0.192,-0.037,1
2.115,0.192,-0.037,1
2.124,0.192,-0.037,0.962
2.132,0.231,-0.037,0.962
2.141,0.231,-0.037,0.962
2.149,0.269,-0.037,0.962
2.158,0.269,-0.037,0.962
2.166,0.269,-0.037,0.962
2.175,0.231,-0.037,0.962
2.183,0.231,-0.037,0.962
2.192,0.231,-0.037,0.962
