raw_shapelet_num,pruned_shapelet_num,time,accuracy
50,1,6.72666666667,0.63
100,1,12.1433333333,0.66833
150,1,17.9533333333,0.72
200,1,22.9033333333,0.63833
250,1,28.6133333333,0.63167
300,1,34.31,0.66667
50,6,8.4,0.69333
100,6,13.6066666667,0.58167
150,6,18.9366666667,0.60333
200,6,24.0633333333,0.71
250,6,30.05,0.46667
300,6,35.5633333333,0.55
50,11,10.2466666667,0.74333
100,11,15.3066666667,0.72
150,11,20.34,0.785
200,11,25.2366666667,0.73833
250,11,31.0066666667,0.75333
300,11,36.4533333333,0.765
50,16,11.7966666667,0.665
100,16,16.9266666667,0.705
150,16,22.0066666667,0.46167
200,16,26.8566666667,0.37667
250,16,32.45,0.735
300,16,38.0966666667,0.58333
50,21,13.6033333333,0.74333
100,21,18.6733333333,0.73833
150,21,23.52,0.74
200,21,28.4133333333,0.495
250,21,34.0366666667,0.63167
300,21,39.4166666667,0.735
50,26,15.5,0.71
100,26,20.2033333333,0.65667
150,26,25.3066666667,0.705
200,26,30.0133333333,0.68167
250,26,35.47,0.77
300,26,40.9633333333,0.57333
50,31,17.3766666667,0.5
100,31,21.9166666667,0.50333
150,31,27.0,0.65667
200,31,31.44,0.74333
250,31,37.0366666667,0.785
300,31,42.5366666667,0.72667
50,36,17.3466666667,0.5
100,36,23.64,0.48833
150,36,28.5666666667,0.75833
200,36,33.4133333333,0.77333
250,36,38.7333333333,0.80167
300,36,44.0133333333,0.49667
50,41,17.3266666667,0.5
100,41,25.57,0.62167
150,41,30.2333333333,0.705
200,41,34.9033333333,0.78
250,41,40.42,0.67333
300,41,45.7333333333,0.74
50,46,17.3066666667,0.5
100,46,27.3266666667,0.75833
150,46,32.1233333333,0.64833
200,46,36.7033333333,0.775
250,46,42.2933333333,0.80167
300,46,47.3933333333,0.77167
50,51,17.37,0.5
100,51,29.1133333333,0.75667
150,51,33.9066666667,0.61
200,51,38.56,0.775
250,51,43.9333333333,0.75167
300,51,49.28,0.75
