raw_shapelet_num,pruned_shapelet_num,time,accuracy
1,-1,0.576666666667,0.67667
6,-1,2.33666666667,0.48667
11,-1,4.31,0.48167
16,-1,5.96666666667,0.485
21,-1,7.69333333333,0.46167
26,-1,9.40666666667,0.46667
31,-1,11.07,0.47333
36,-1,12.49,0.50667
41,-1,14.0033333333,0.55333
46,-1,15.71,0.55
51,-1,17.5,0.62667
