raw_shapelet_num,pruned_shapelet_num,time,accuracy
50,5,0.92,0.63333
100,5,1.24,0.85333
150,5,1.46,0.78667
200,5,1.67,0.78667
250,5,1.77,0.72
300,5,2.15,0.82667
350,5,2.04,0.80667
400,5,2.37,0.78
450,5,2.45,0.78
500,5,2.63,0.79333
50,10,1.91,0.90667
100,10,1.96,0.84
150,10,2.38,0.90667
200,10,2.47,0.85333
250,10,2.63,0.90667
300,10,2.66,0.93333
350,10,2.69,0.87333
400,10,2.92,0.84
450,10,3.14,0.81333
500,10,3.34,0.80667
50,15,2.81,0.96
100,15,2.82,0.93333
150,15,3.16,0.94
200,15,3.18,0.95333
250,15,3.45,0.88
300,15,3.35,0.92
350,15,3.67,0.96667
400,15,3.79,0.94667
450,15,3.85,0.96
500,15,3.98,0.93333
50,20,3.78,0.96
100,20,3.5,0.87333
150,20,4.0,0.93333
200,20,4.19,0.92667
250,20,4.63,0.98667
300,20,4.5,0.96
350,20,4.36,0.91333
400,20,4.46,0.96
450,20,4.71,0.96
500,20,4.75,0.94667
50,25,4.67,0.97333
100,25,4.42,0.97333
150,25,4.8,0.98667
200,25,5.13,0.95333
250,25,5.13,0.96
300,25,5.06,0.97333
350,25,5.51,0.98667
400,25,5.32,0.97333
450,25,5.3,0.98
500,25,5.52,0.97333
50,30,5.87,0.94
100,30,5.68,0.94
150,30,5.98,0.97333
200,30,5.74,0.96667
250,30,5.85,0.97333
300,30,5.67,0.96
350,30,6.35,0.96
400,30,6.48,0.98667
450,30,6.53,0.96667
500,30,6.53,0.95333
50,35,4.18,0.95333
100,35,6.65,0.97333
150,35,6.65,0.98
200,35,6.13,0.98
250,35,6.42,0.97333
300,35,6.79,0.95333
350,35,7.13,0.98667
400,35,6.88,0.97333
450,35,7.2,0.98667
500,35,7.55,0.98
50,40,4.88,0.94
100,40,7.47,0.97333
150,40,7.44,0.98667
200,40,7.63,0.96667
250,40,7.68,0.96667
300,40,7.79,0.98
350,40,8.26,0.98667
400,40,7.8,0.98667
450,40,8.01,0.98667
500,40,8.35,0.99333
50,45,4.11,0.92667
100,45,8.94,0.94667
150,45,8.8,0.97333
200,45,8.6,0.98
250,45,8.59,0.97333
300,45,8.36,0.94
350,45,8.79,0.94
400,45,8.78,0.97333
450,45,8.84,0.98
500,45,8.81,0.97333
50,50,5.16,0.98
100,50,9.71,0.92667
150,50,9.43,0.98
200,50,9.39,0.99333
250,50,10.12,0.96667
300,50,9.29,0.94
350,50,9.98,0.98667
400,50,9.61,0.97333
450,50,9.5,0.98667
500,50,9.71,0.94667
50,55,6.24,0.96
100,55,9.64,0.99333
150,55,10.79,0.97333
200,55,10.38,0.94
250,55,10.41,0.99333
300,55,10.62,0.96667
350,55,10.86,0.96667
400,55,10.5,0.98667
450,55,10.2,0.97333
500,55,10.52,0.98
50,60,5.43,0.94
100,60,9.83,0.92
150,60,11.48,0.94667
200,60,11.19,0.98667
250,60,11.25,0.97333
300,60,11.05,0.98667
350,60,11.29,0.97333
400,60,11.45,0.98667
450,60,11.76,0.98667
500,60,11.75,0.98
50,65,4.48,0.94667
100,65,11.03,0.98667
150,65,12.27,0.96
200,65,12.46,0.94
250,65,12.62,0.96667
300,65,12.47,0.98
350,65,12.9,0.98
400,65,13.16,0.98667
450,65,12.84,0.97333
500,65,12.56,0.98
50,70,5.26,0.97333
100,70,10.01,0.97333
150,70,13.45,0.98
200,70,13.22,0.96
250,70,13.39,0.98667
300,70,12.96,0.98667
350,70,13.26,0.98667
400,70,13.19,0.96
450,70,13.66,0.96
500,70,13.45,0.98667
50,75,4.39,0.95333
100,75,8.85,0.98
150,75,14.21,0.96
200,75,14.31,0.97333
250,75,13.86,0.97333
300,75,13.86,0.99333
350,75,13.98,0.98
400,75,14.58,0.95333
450,75,14.32,0.99333
500,75,14.77,0.96667
50,80,5.54,0.96667
100,80,7.61,0.97333
150,80,13.57,0.99333
200,80,15.65,0.92667
250,80,15.37,0.96667
300,80,15.17,0.99333
350,80,15.18,0.98667
400,80,14.83,0.99333
450,80,15.56,0.98
500,80,15.49,0.98667
50,85,4.98,0.98667
100,85,9.05,0.98667
150,85,13.2,0.96667
200,85,16.5,0.97333
250,85,16.82,0.97333
300,85,16.44,0.96667
350,85,16.27,0.97333
400,85,16.36,0.98667
450,85,16.62,0.97333
500,85,16.45,1.0
50,90,5.51,0.94667
100,90,9.71,0.98
150,90,12.74,0.96
200,90,17.9,1.0
250,90,17.24,0.97333
300,90,17.12,1.0
350,90,16.98,0.99333
400,90,17.1,0.99333
450,90,17.73,0.98667
500,90,17.26,0.98667
50,95,4.85,0.95333
100,95,9.04,0.96667
150,95,12.2,0.97333
200,95,16.69,0.99333
250,95,18.6,0.97333
300,95,17.93,1.0
350,95,18.28,0.98667
400,95,18.46,0.98667
450,95,18.79,0.98
500,95,18.49,0.99333
50,100,5.06,0.97333
100,100,8.72,0.96
150,100,12.3,0.99333
200,100,16.65,0.99333
250,100,19.68,0.99333
300,100,18.96,0.98
350,100,19.75,1.0
400,100,18.96,0.99333
450,100,19.26,0.98
500,100,19.17,0.99333
