raw_shapelet_num,pruned_shapelet_num,time,accuracy
10,-1,1.66,0.79333
20,-1,3.63,0.93333
30,-1,5.47,0.98
40,-1,7.72,0.98
50,-1,9.28,0.94
60,-1,11.28,0.94667
70,-1,12.63,0.96667
80,-1,15.26,0.98
90,-1,17.64,0.95333
100,-1,19.44,0.96667
110,-1,21.66,0.98667
120,-1,23.36,0.99333
130,-1,25.72,0.98
140,-1,27.87,0.97333
150,-1,30.06,0.98667
160,-1,32.55,0.98
170,-1,34.73,0.99333
180,-1,37.22,1.0
190,-1,39.97,0.98
