raw_shapelet_num,pruned_shapelet_num,time,accuracy
50,1,0.69,0.66181
100,1,1.11333333333,0.59475
150,1,1.47333333333,0.62779
200,1,1.87666666667,0.56948
250,1,2.32666666667,0.49854
300,1,2.71666666667,0.65695
50,6,1.13666666667,0.84742
100,6,1.48,0.82021
150,6,1.90333333333,0.862
200,6,2.28666666667,0.84548
250,6,2.77333333333,0.87561
300,6,3.15666666667,0.85423
50,11,1.67666666667,0.91351
100,11,2.00333333333,0.91448
150,11,2.37666666667,0.91351
200,11,2.71666666667,0.93878
250,11,3.13333333333,0.94947
300,11,3.52333333333,0.94849
50,16,2.15,0.93683
100,16,2.60333333333,0.94363
150,16,2.88333333333,0.94461
200,16,3.21,0.94849
250,16,3.74666666667,0.93489
300,16,4.08333333333,0.94752
50,21,2.77666666667,0.91254
100,21,3.13666666667,0.94072
150,21,3.51666666667,0.93878
200,21,3.86333333333,0.94461
250,21,4.37666666667,0.77357
300,21,4.71666666667,0.94947
50,26,3.53666666667,0.8999
100,26,3.9,0.91156
150,26,4.29666666667,0.89796
200,26,4.61,0.94072
250,26,5.08666666667,0.91934
300,26,5.43666666667,0.8931
50,31,4.32333333333,0.92517
100,31,4.67,0.93878
150,31,5.06,0.93975
200,31,5.41,0.94072
250,31,5.86666666667,0.94266
300,31,6.22666666667,0.96113
50,36,5.09,0.92517
100,36,5.43333333333,0.92031
150,36,5.80333333333,0.93975
200,36,6.2,0.94072
250,36,6.62333333333,0.94266
300,36,7.02333333333,0.931
50,41,5.95666666667,0.8241
100,41,6.24666666667,0.91642
150,41,6.64666666667,0.92031
200,41,6.93666666667,0.94849
250,41,7.47666666667,0.93197
300,41,7.77333333333,0.931
50,46,6.01666666667,0.8241
100,46,7.05666666667,0.91642
150,46,7.47333333333,0.92225
200,46,7.69,0.94266
250,46,8.24333333333,0.93197
300,46,8.60666666667,0.93878
50,51,5.96666666667,0.8241
100,51,7.83,0.91642
150,51,8.31666666667,0.92225
200,51,8.54,0.94266
250,51,9.02333333333,0.93197
300,51,9.37666666667,0.93878
