raw_shapelet_num,pruned_shapelet_num,time,accuracy
50,1,5.33,0.54098
100,1,8.46333333333,0.68852
150,1,11.23,0.63934
200,1,15.5166666667,0.29508
250,1,19.2566666667,0.60656
300,1,21.8666666667,0.65574
50,6,8.44,0.59016
100,6,11.6,0.68852
150,6,14.46,0.67213
200,6,18.64,0.67213
250,6,22.49,0.67213
300,6,25.0033333333,0.67213
50,11,11.3166666667,0.63934
100,11,14.43,0.70492
150,11,17.2866666667,0.67213
200,11,21.83,0.68852
250,11,25.51,0.70492
300,11,28.1666666667,0.70492
50,16,14.2833333333,0.59016
100,16,17.6266666667,0.7541
150,16,20.2833333333,0.65574
200,16,25.5,0.70492
250,16,29.28,0.70492
300,16,31.85,0.70492
50,21,15.93,0.77049
100,21,20.97,0.77049
150,21,23.93,0.67213
200,21,28.4,0.65574
250,21,32.5966666667,0.72131
300,21,35.3433333333,0.67213
50,26,16.0766666667,0.77049
100,26,24.3533333333,0.7377
150,26,27.0466666667,0.72131
200,26,31.5433333333,0.63934
250,26,35.6266666667,0.68852
300,26,38.4933333333,0.59016
50,31,15.8666666667,0.77049
100,31,27.3533333333,0.7541
150,31,30.1633333333,0.7377
200,31,34.8166666667,0.59016
250,31,38.5833333333,0.67213
300,31,41.5666666667,0.7377
50,36,15.9433333333,0.77049
100,36,28.75,0.78689
150,36,33.4966666667,0.70492
200,36,37.7366666667,0.67213
250,36,41.6133333333,0.67213
300,36,44.6866666667,0.7377
50,41,15.8366666667,0.77049
100,41,28.7066666667,0.78689
150,41,36.5833333333,0.7377
200,41,40.7966666667,0.65574
250,41,44.6866666667,0.77049
300,41,47.66,0.72131
50,46,15.93,0.77049
100,46,28.7266666667,0.78689
150,46,39.28,0.7541
200,46,43.9766666667,0.67213
250,46,47.5866666667,0.7541
300,46,50.7,0.72131
50,51,15.97,0.77049
100,51,28.8566666667,0.78689
150,51,39.5233333333,0.7541
200,51,47.25,0.68852
250,51,50.85,0.72131
300,51,53.6033333333,0.67213
