raw_shapelet_num,pruned_shapelet_num,time,accuracy
1,-1,0.623333333333,0.40625
6,-1,3.24666666667,0.51562
11,-1,5.57333333333,0.59375
16,-1,7.89333333333,0.54688
21,-1,10.23,0.51562
26,-1,12.8966666667,0.59375
31,-1,15.1266666667,0.625
36,-1,17.1933333333,0.67188
41,-1,19.5966666667,0.64062
46,-1,22.0333333333,0.54688
51,-1,24.32,0.59375
