raw_shapelet_num,pruned_shapelet_num,time,accuracy
500,5,2.71,0.89333
1000,5,3.37,0.79333
1500,5,4.29,0.83333
2000,5,4.67,0.85333
500,10,3.37,0.88667
1000,10,4.07,0.74
1500,10,4.59,0.93333
2000,10,5.35,0.90667
500,15,3.86,0.96
1000,15,5.01,0.96
1500,15,5.28,0.96
2000,15,5.94,0.94667
500,20,4.93,0.98
1000,20,5.63,0.94667
1500,20,5.92,0.95333
2000,20,6.25,0.95333
500,25,5.54,0.97333
1000,25,6.2,0.98667
1500,25,6.96,0.98667
2000,25,7.82,0.96
