raw_shapelet_num,pruned_shapelet_num,time,accuracy
50,1,1.37,0.57143
100,1,2.51,0.67857
150,1,3.62333333333,0.67857
200,1,4.57666666667,0.53571
250,1,5.67333333333,0.57143
300,1,6.83,0.71429
50,6,1.84666666667,0.82143
100,6,2.92333333333,0.92857
150,6,4.04333333333,0.82143
200,6,4.98666666667,0.82143
250,6,6.08666666667,0.82143
300,6,7.22,0.82143
50,11,2.27333333333,0.89286
100,11,3.36666666667,0.89286
150,11,4.43333333333,0.85714
200,11,5.40666666667,0.85714
250,11,6.51333333333,0.92857
300,11,7.71,0.85714
50,16,2.70333333333,0.96429
100,16,3.84,1.0
150,16,4.89666666667,0.92857
200,16,5.83666666667,0.92857
250,16,6.93,0.92857
300,16,8.08333333333,0.92857
50,21,3.2,0.92857
100,21,4.30333333333,1.0
150,21,5.35666666667,0.96429
200,21,6.27666666667,0.96429
250,21,7.49666666667,0.96429
300,21,8.53666666667,0.92857
50,26,3.68333333333,1.0
100,26,4.72666666667,0.96429
150,26,5.69666666667,0.96429
200,26,6.83666666667,0.96429
250,26,7.77,0.92857
300,26,8.95666666667,0.92857
50,31,4.16333333333,0.92857
100,31,5.15,0.92857
150,31,6.20666666667,0.89286
200,31,7.18,0.96429
250,31,8.24333333333,0.92857
300,31,9.35,0.92857
50,36,4.45333333333,0.96429
100,36,5.62666666667,1.0
150,36,6.68333333333,0.92857
200,36,7.58666666667,1.0
250,36,8.67666666667,1.0
300,36,9.82333333333,0.96429
50,41,4.44333333333,0.96429
100,41,6.07333333333,1.0
150,41,7.10666666667,0.92857
200,41,7.97333333333,0.96429
250,41,9.21666666667,1.0
300,41,10.2766666667,0.96429
50,46,4.54,0.96429
100,46,6.59666666667,1.0
150,46,7.51333333333,0.96429
200,46,8.37,0.96429
250,46,9.54,1.0
300,46,10.68,0.96429
50,51,4.44666666667,0.96429
100,51,7.02333333333,1.0
150,51,8.00333333333,1.0
200,51,8.89,0.96429
250,51,10.0466666667,1.0
300,51,11.3233333333,1.0
