raw_shapelet_num,pruned_shapelet_num,time,accuracy
50,1,3.16,0.75667
100,1,5.8,0.71222
150,1,8.36333333333,0.71222
200,1,10.8766666667,0.71222
250,1,13.3533333333,0.71222
300,1,15.94,0.71222
50,6,5.45666666667,0.95222
100,6,8.45666666667,0.94667
150,6,11.14,0.95556
200,6,13.56,0.93556
250,6,16.05,0.88222
300,6,18.61,0.93444
50,11,7.55,0.92444
100,11,10.52,0.96111
150,11,13.2433333333,0.89556
200,11,16.2033333333,0.89
250,11,18.87,0.91667
300,11,21.4533333333,0.88556
50,16,10.69,0.97778
100,16,12.6933333333,0.95778
150,16,15.1033333333,0.9
200,16,18.2133333333,0.89
250,16,20.98,0.90778
300,16,23.65,0.9
50,21,13.4433333333,0.98222
100,21,14.8766666667,0.95
150,21,17.2866666667,0.95667
200,21,20.0433333333,0.88111
250,21,22.64,0.85444
300,21,25.3866666667,0.89
50,26,16.3533333333,0.96778
100,26,17.4533333333,0.93778
150,26,19.54,0.95778
200,26,22.3733333333,0.95111
250,26,24.7233333333,0.86111
300,26,27.9633333333,0.89333
50,31,19.5466666667,0.96111
100,31,20.4466666667,0.95222
150,31,21.5866666667,0.91111
200,31,24.8,0.94222
250,31,26.84,0.89556
300,31,29.72,0.89889
50,36,22.8233333333,0.97444
100,36,23.0166666667,0.95
150,36,24.2633333333,0.93222
200,36,26.9466666667,0.93889
250,36,29.3033333333,0.92111
300,36,32.0533333333,0.90667
50,41,26.04,0.97556
100,41,25.9233333333,0.93667
150,41,26.95,0.92889
200,41,29.0933333333,0.94
250,41,31.3333333333,0.88444
300,41,34.25,0.95
50,46,29.4766666667,0.97667
100,46,28.5866666667,0.93222
150,46,29.5166666667,0.98444
200,46,31.6166666667,0.96444
250,46,33.6766666667,0.86444
300,46,36.6,0.97444
50,51,31.5666666667,0.99556
100,51,31.3333333333,0.96667
150,51,32.4533333333,0.97778
200,51,34.25,0.94333
250,51,36.1233333333,0.87111
300,51,38.9166666667,0.98333
