raw_shapelet_num,pruned_shapelet_num,time,accuracy
50,1,4.57666666667,0.275
100,1,8.30666666667,0.27
150,1,11.8,0.205
200,1,15.25,0.2675
250,1,18.7333333333,0.28
300,1,22.3066666667,0.2675
50,6,5.59,0.7575
100,6,9.24333333333,0.775
150,6,12.75,0.3125
200,6,16.1033333333,0.795
250,6,19.6633333333,0.4275
300,6,23.2666666667,0.52
50,11,6.34666666667,0.775
100,11,10.1333333333,0.785
150,11,13.6833333333,0.7625
200,11,17.06,0.73
250,11,20.5466666667,0.7275
300,11,24.24,0.7925
50,16,7.44666666667,0.77
100,16,10.9866666667,0.7975
150,16,14.6366666667,0.78
200,16,18.03,0.7825
250,16,21.5033333333,0.735
300,16,25.22,0.7875
50,21,8.49666666667,0.7825
100,21,11.9133333333,0.78
150,21,15.4366666667,0.775
200,21,18.9233333333,0.7925
250,21,22.34,0.7175
300,21,26.0066666667,0.6475
50,26,9.63,0.7725
100,26,12.7366666667,0.7725
150,26,16.1866666667,0.7625
200,26,19.8733333333,0.79
250,26,23.3666666667,0.755
300,26,27.0366666667,0.7625
50,31,10.9133333333,0.77
100,31,13.64,0.75
150,31,17.13,0.7775
200,31,20.6166666667,0.7775
250,31,24.21,0.7875
300,31,27.6966666667,0.5325
50,36,12.1033333333,0.7375
100,36,14.7233333333,0.735
150,36,17.9933333333,0.765
200,36,21.51,0.71
250,36,25.03,0.765
300,36,28.6566666667,0.7575
50,41,12.8866666667,0.635
100,41,15.7466666667,0.74
150,41,18.97,0.755
200,41,22.4333333333,0.76
250,41,25.9466666667,0.755
300,41,29.55,0.515
50,46,12.88,0.635
100,46,17.22,0.725
150,46,20.0166666667,0.745
200,46,23.3833333333,0.76
250,46,26.8666666667,0.24
300,46,30.59,0.7675
50,51,12.9033333333,0.635
100,51,18.2633333333,0.7425
150,51,21.0033333333,0.6575
200,51,24.4866666667,0.7375
250,51,28.0,0.755
300,51,31.5833333333,0.7475
