raw_shapelet_num,pruned_shapelet_num,time,accuracy
50,1,1.46,0.26667
100,1,2.43333333333,0.36667
150,1,3.36,0.3
200,1,4.09,0.16667
250,1,5.05333333333,0.3
300,1,5.99,0.3
50,6,2.44333333333,0.6
100,6,3.44,0.53333
150,6,4.37,0.66667
200,6,5.11,0.46667
250,6,6.04666666667,0.56667
300,6,6.89666666667,0.66667
50,11,3.44333333333,0.76667
100,11,4.45,0.7
150,11,5.4,0.7
200,11,6.13666666667,0.66667
250,11,7.09,0.63333
300,11,7.93666666667,0.73333
50,16,4.52666666667,0.76667
100,16,5.5,0.7
150,16,6.40666666667,0.66667
200,16,7.13,0.73333
250,16,8.05666666667,0.66667
300,16,8.96666666667,0.73333
50,21,5.57666666667,0.73333
100,21,6.57333333333,0.73333
150,21,7.41,0.73333
200,21,8.18,0.73333
250,21,9.06333333333,0.63333
300,21,10.0,0.73333
50,26,6.62333333333,0.7
100,26,7.57,0.66667
150,26,8.44,0.63333
200,26,9.14333333333,0.73333
250,26,10.07,0.7
300,26,10.96,0.66667
50,31,7.70333333333,0.66667
100,31,8.60333333333,0.7
150,31,9.51333333333,0.76667
200,31,10.13,0.76667
250,31,11.0566666667,0.73333
300,31,12.0233333333,0.63333
50,36,8.70666666667,0.63333
100,36,9.74,0.8
150,36,10.5366666667,0.76667
200,36,11.1766666667,0.76667
250,36,12.0,0.76667
300,36,12.9366666667,0.73333
50,41,8.88666666667,0.73333
100,41,10.72,0.83333
150,41,11.5833333333,0.63333
200,41,12.2733333333,0.76667
250,41,13.05,0.7
300,41,13.9033333333,0.8
50,46,8.86666666667,0.73333
100,46,11.8333333333,0.8
150,46,12.6633333333,0.66667
200,46,13.2833333333,0.73333
250,46,14.09,0.73333
300,46,14.8733333333,0.76667
50,51,8.88,0.73333
100,51,12.8433333333,0.73333
150,51,13.7266666667,0.8
200,51,14.3133333333,0.73333
250,51,15.1233333333,0.76667
300,51,15.9766666667,0.76667
