raw_shapelet_num,pruned_shapelet_num,time,accuracy
50,1,1.27,0.61667
100,1,1.79333333333,0.78333
150,1,2.25333333333,0.75
200,1,2.53,0.63333
250,1,3.10666666667,0.75
300,1,3.33333333333,0.76667
50,6,2.95333333333,0.88333
100,6,3.50666666667,0.91667
150,6,3.73,0.81667
200,6,4.10333333333,0.81667
250,6,4.57,0.86667
300,6,4.78666666667,0.85
50,11,2.95333333333,0.88333
100,11,4.77,0.91667
150,11,5.62666666667,0.91667
200,11,5.74333333333,0.9
250,11,6.12,0.93333
300,11,6.34333333333,0.88333
50,16,2.95333333333,0.88333
100,16,4.77666666667,0.91667
150,16,7.16,0.88333
200,16,7.76,0.93333
250,16,8.04,0.88333
300,16,8.05333333333,0.91667
50,21,2.97,0.88333
100,21,4.77,0.91667
150,21,7.18666666667,0.88333
200,21,8.94333333333,0.91667
250,21,9.76666666667,0.9
300,21,9.92666666667,0.93333
50,26,2.94666666667,0.88333
100,26,4.76,0.91667
150,26,7.18,0.88333
200,26,8.92666666667,0.91667
250,26,10.6166666667,0.9
300,26,11.45,0.91667
50,31,2.95333333333,0.88333
100,31,4.76666666667,0.91667
150,31,7.17,0.88333
200,31,8.92,0.91667
250,31,10.66,0.9
300,31,11.54,0.91667
50,36,2.93666666667,0.88333
100,36,4.74333333333,0.91667
150,36,7.19,0.88333
200,36,8.88,0.91667
250,36,10.6466666667,0.9
300,36,11.5133333333,0.91667
50,41,2.95,0.88333
100,41,4.74333333333,0.91667
150,41,7.15333333333,0.88333
200,41,8.94,0.91667
250,41,10.6933333333,0.9
300,41,11.4866666667,0.91667
50,46,2.95333333333,0.88333
100,46,4.73666666667,0.91667
150,46,7.14666666667,0.88333
200,46,8.89,0.91667
250,46,10.6233333333,0.9
300,46,11.45,0.91667
50,51,2.94666666667,0.88333
100,51,4.74666666667,0.91667
150,51,7.17333333333,0.88333
200,51,8.88,0.91667
250,51,10.8,0.9
300,51,10.8166666667,0.91667
