raw_shapelet_num,pruned_shapelet_num,time,accuracy
1,-1,0.49,0.7875
6,-1,1.53666666667,0.8
11,-1,2.69,0.7075
16,-1,3.67333333333,0.7975
21,-1,4.71,0.2525
26,-1,5.75666666667,0.79
31,-1,6.72,0.805
36,-1,7.63666666667,0.8025
41,-1,8.51333333333,0.7725
46,-1,9.6,0.7775
51,-1,10.6833333333,0.7875
