raw_shapelet_num,pruned_shapelet_num,time,accuracy
50,1,2.89333333333,0.68
100,1,5.53666666667,0.74
150,1,7.84,0.64
200,1,10.3666666667,0.74
250,1,12.87,0.74
300,1,15.1833333333,0.64
50,6,3.26333333333,0.77
100,6,5.88,0.81
150,6,8.24333333333,0.83
200,6,10.7233333333,0.78
250,6,13.3633333333,0.75
300,6,15.68,0.75
50,11,3.75,0.82
100,11,6.29,0.76
150,11,8.58666666667,0.82
200,11,11.04,0.77
250,11,13.66,0.81
300,11,15.97,0.79
50,16,4.17,0.83
100,16,6.74666666667,0.84
150,16,9.00333333333,0.84
200,16,11.4233333333,0.89
250,16,13.9866666667,0.84
300,16,16.3233333333,0.87
50,21,4.64666666667,0.85
100,21,7.12333333333,0.88
150,21,9.36,0.84
200,21,11.7733333333,0.83
250,21,14.32,0.86
300,21,16.7,0.87
50,26,5.11666666667,0.85
100,26,7.56,0.86
150,26,9.83333333333,0.85
200,26,12.2966666667,0.83
250,26,14.6866666667,0.84
300,26,17.0833333333,0.82
50,31,5.6,0.82
100,31,7.95333333333,0.84
150,31,10.1933333333,0.84
200,31,12.6566666667,0.78
250,31,15.1366666667,0.82
300,31,17.4833333333,0.83
50,36,6.13333333333,0.81
100,36,8.34,0.82
150,36,10.6466666667,0.87
200,36,13.0966666667,0.84
250,36,15.5133333333,0.82
300,36,17.8766666667,0.84
50,41,6.69666666667,0.85
100,41,8.78,0.82
150,41,11.0833333333,0.84
200,41,13.4933333333,0.81
250,41,16.0266666667,0.85
300,41,18.3633333333,0.83
50,46,6.70666666667,0.85
100,46,9.28333333333,0.81
150,46,11.62,0.83
200,46,13.9,0.8
250,46,16.3733333333,0.82
300,46,18.7933333333,0.83
50,51,6.71333333333,0.85
100,51,9.79333333333,0.88
150,51,11.9233333333,0.79
200,51,14.3433333333,0.8
250,51,16.8766666667,0.84
300,51,19.2166666667,0.83
