TimeSeriesLength,AccuracyX,AccuracyY,AccuracyZ
10,0.46153846153846156,0.44358974358974357,0.4
10,0.46923076923076923,0.4205128205128205,0.4205128205128205
10,0.43333333333333335,0.4282051282051282,0.37435897435897436
10,0.43846153846153846,0.441025641025641,0.36666666666666664
10,0.43333333333333335,0.4307692307692308,0.41025641025641024
10,0.4717948717948718,0.45384615384615384,0.44871794871794873
10,0.441025641025641,0.4,0.38461538461538464
10,0.4076923076923077,0.39487179487179486,0.3769230769230769
20,0.5333333333333333,0.6128205128205129,0.5692307692307692
20,0.5358974358974359,0.6256410256410256,0.6025641025641025
20,0.4846153846153846,0.5846153846153846,0.5512820512820513
20,0.5282051282051282,0.6153846153846154,0.5564102564102564
20,0.5615384615384615,0.5615384615384615,0.5846153846153846
20,0.558974358974359,0.6230769230769231,0.5846153846153846
20,0.5487179487179488,0.617948717948718,0.5641025641025641
20,0.5641025641025641,0.5717948717948718,0.5666666666666667
30,0.5897435897435898,0.6512820512820513,0.6743589743589744
30,0.5923076923076923,0.6820512820512821,0.6897435897435897
30,0.5846153846153846,0.6512820512820513,0.7025641025641025
30,0.5666666666666667,0.6871794871794872,0.6923076923076923
30,0.6230769230769231,0.6666666666666666,0.7025641025641025
30,0.6,0.6794871794871795,0.6820512820512821
30,0.6384615384615384,0.6487179487179487,0.6974358974358974
30,0.5948717948717949,0.658974358974359,0.6666666666666666
40,0.7,0.7410256410256411,0.7435897435897436
40,0.676923076923077,0.7692307692307693,0.7487179487179487
40,0.6692307692307692,0.7410256410256411,0.7307692307692307
40,0.6820512820512821,0.7128205128205128,0.7512820512820513
40,0.6461538461538462,0.782051282051282,0.7692307692307693
40,0.7153846153846154,0.7564102564102564,0.782051282051282
40,0.7153846153846154,0.7615384615384615,0.7717948717948718
40,0.6487179487179487,0.7282051282051282,0.7538461538461538
50,0.7384615384615385,0.7871794871794872,0.7769230769230769
50,0.7512820512820513,0.7769230769230769,0.7461538461538462
50,0.676923076923077,0.764102564102564,0.7589743589743589
50,0.7153846153846154,0.7794871794871795,0.7692307692307693
50,0.7256410256410256,0.7974358974358975,0.782051282051282
50,0.7666666666666667,0.8307692307692308,0.8051282051282052
50,0.7435897435897436,0.7538461538461538,0.7615384615384615
50,0.717948717948718,0.7897435897435897,0.7666666666666667
100,0.8025641025641026,0.8615384615384616,0.8179487179487179
100,0.7897435897435897,0.8256410256410256,0.8076923076923077
100,0.7666666666666667,0.8153846153846154,0.8153846153846154
100,0.7461538461538462,0.8487179487179487,0.7794871794871795
100,0.7871794871794872,0.841025641025641,0.823076923076923
100,0.7871794871794872,0.8487179487179487,0.8205128205128205
100,0.7923076923076923,0.8128205128205128,0.8
100,0.7333333333333333,0.8282051282051283,0.7846153846153846
